comment,rating,created_at
Sách đẹp. Giao hàng nhanh.,5,1682567932
,5,1692184403
"Sách vừa mới giao mà mở ra thì lại thấy chỗ bị rách như vậy, còn mấy chỗ thì dơ nữa chứ",2,1640407966
,5,1691895503
"sách có hơi bị móp ở góc 1 xíu, còn lại thì ok. Mình chưa đọc xong nên chưa viết đánh giá chi tiết đc",5,1608236444
,5,1691805716
,5,1691746108
,5,1691717967
"Cuốn sách này quá cao siêu, mới đọc vào em đã thấy hoang mang với mức độ thâm sâu của câu chuyện và đơn nhiên là không thể hiểu nổi nên chả đúc rút ra được bài học vậy là em đành tặng nó luôn cho cô em :( mặc dù hơi tiếc nuối . Nếu mọi người hỏi vì sao em không đọc thử hay đọc review trước khi mua thì phải kể đến sự *** ngục của em. Lên trường bọn bạn em hay đọc một cuốn sách, mà em quả thật không rõ là cuốn gì, chỉ biết nó màu xanh và có hình con chim phía ngoài mọi người ạ. Thế là em về nhà lên mạng tìm trên tiki và thấy cuốn ""đi tìm lẽ sống"" này, thấy có vẻ giống giống cuốn của tụi trên lớp nên em không chần chừ đặt mua luôn. Trời ơi đất hỡi, đặt xong mai lên trường nhìn lại cuốn sách của tụi trên lớp, em mới biết đó là cuốn ""giết chết con chim nhại"" mọi người ạ :(( Em cảm thấy ruột đau như cắt nước mắt đầm đìa vào tối đêm hôm đó, nhưng không sao vì em đã tặng nó lại cho cô bộ môn Toán :)) hihi mình thật thông minh mà ^^",4,1580876587
"cuốn sách gồm 2 phần chính. Phần 1 tác giả kể về cuộc đời của mình trong thế chiến thứ 2 trong tình trạng bị bắt đến trại tập trung. Đây là phần mình thích nhất, lối kể sống động nhưng ko quên đưa vào các phương pháp sống . Bằng cách kể như vậy lối văn ko bị khô khan, cảm thấy phương pháp mà tác giả đưa ra rất hợp lý . Phần thứ 2 của tác phẩm nói rõ hơn về phương pháp sống của tác giả, phần này mình ko thích lắm. cảm thấy hơi nản.
Nói về chất lượng sách mình thấy rất OK, mình mua ở tiki nhiều lần lắm rồi :))) . Ship nhanh chóng, bìa đẹp, ưng lắm !!!!!",5,1566483201
sách tốt in rõ mực đẹp có điều bị hơi dơ ở phía trên sách,5,1623983942
sách mới. đóng gói cẩn thận. nội dung thì khi nào đọc xong mình sẽ nhận xét sau,5,1644888675
"Giao nhanh, gói hàng đẹp lịch sự, sách đẹp lắm ạ!- rất đáng để đọc",5,1647360732
"Mua nhằm đọc dịp tết, mà tiki giao hàng siêu nhanh, sách mới, chất lượng giấy tốt.",5,1643247159
,5,1690702748
,5,1690600893
,5,1690554770
Trải nghiệm mua sách ok nội dung chưa đọc nên chưa biết,5,1654096513
,5,1690363589
,5,1690268972
"giao hàng nhanh, nội dung sách đáng để đọc 1 lần trong đời 👍",5,1650725068
,5,1690077413
